Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
"Single-cell and single-nucleus RNA-seq uncovers shared and distinct axes of variation in dorsal LGN neurons in mice, non-human primates, and humans",,10.7554/eLife.64875,True,,2021,,{eLife},False,,Trygve E Bakken and Cindy TJ van Velthoven and Vilas Menon and Rebecca D Hodge and Zizhen Yao and Thuc Nghi Nguyen and Lucas T Graybuck and Gregory D Horwitz and Darren Bertagnolli and Jeff Goldy and Anna Marie Yanny and Emma Garren and Sheana Parry and Tamara Casper and Soraya I Shehata and Eliza R Barkan and Aaron Szafer and Boaz P Levi and Nick Dee and Kimberly A Smith and Susan M Sunkin and Amy Bernard and John Phillips and Michael J Hawrylycz and Christof Koch and Gabe J Murphy and Ed Lein and Hongkui Zeng and Bosiljka Tasic
Cell types and clonal relations in the mouse brain revealed by single-cell and spatial transcriptomics,,10.1101/2021.08.31.458418,True,,2021,,Cold Spring Harbor Laboratory,False,,Michael Ratz and Leonie von Berlin and Ludvig Larsson and Marcel Martin and Jakub Orzechowski Westholm and Gioele La Manno and Joakim Lundeberg and Jonas Fris{\'{e}}n
Human melanocyte development and melanoma dedifferentiation at single-cell resolution,,10.1038/s41556-021-00740-8,True,Human melanocyte development and melanoma dedifferentiation at single-cell resolution.pdf,2021,,Nature Cell Biology,True,SciHub,Rachel L. Belote and Daniel Le and Ashley Maynard and Ursula E. Lang and Adriane Sinclair and Brian K. Lohman and Vicente Planells-Palop and Laurence Baskin and Aaron D. Tward and Spyros Darmanis and Robert L. Judson-Torres
Single‐cell<scp>RNA</scp>sequencing reveals the epithelial cell heterogeneity and invasive subpopulation in human bladder cancer,,10.1002/ijc.33794,True,,2021,,International Journal of Cancer,False,,Huadong Lai and Xiaomu Cheng and Qiang Liu and Wenqin Luo and Mengyao Liu and Man Zhang and Juju Miao and Zhongzhong Ji and Guan Ning Lin and Weichen Song and Lianhua Zhang and Juanjie Bo and Guoliang Yang and Jia Wang and Wei-Qiang Gao
Integration of spatial and single-cell transcriptomic data elucidates mouse organogenesis,,10.1038/s41587-021-01006-2,True,Integration of spatial and single-cell transcriptomic data elucidates mouse organogenesis.pdf,2021,,Nature Biotechnology,True,SciHub,T. Lohoff and S. Ghazanfar and A. Missarova and N. Koulena and N. Pierson and J. A. Griffiths and E. S. Bardot and C.-H. L. Eng and R. C. V. Tyser and R. Argelaguet and C. Guibentif and S. Srinivas and J. Briscoe and B. D. Simons and A.-K. Hadjantonakis and B. GÃ¶ttgens and W. Reik and J. Nichols and L. Cai and J. C. Marioni
A single-cell atlas of liver metastases of colorectal cancer reveals reprogramming of the tumor microenvironment in response to preoperative chemotherapy,,10.1038/s41421-021-00312-y,True,A single-cell atlas of liver metastases of colorectal cancer reveals reprogramming of the tumor microenvironment in response to preoperative chemotherapy.pdf,2021,,Cell Discovery,True,SciHub,Li-Heng Che and Jing-Wen Liu and Jian-Ping Huo and Rong Luo and Rui-Ming Xu and Cai He and Yu-Qing Li and Ai-Jun Zhou and Piao Huang and Yong-Yu Chen and Wen Ni and Yun-Xia Zhou and Yuan-Yuan Liu and Hui-Yan Li and Rong Zhou and Hui Mo and Jian-Ming Li
A single-cell and spatially resolved atlas of human breast cancers,,10.1038/s41588-021-00911-1,True,A single-cell and spatially resolved atlas of human breast cancers.pdf,2021,,Nature Genetics,True,SciHub,Sunny Z. Wu and Ghamdan Al-Eryani and Daniel Lee Roden and Simon Junankar and Kate Harvey and Alma Andersson and Aatish Thennavan and Chenfei Wang and James R. Torpy and Nenad Bartonicek and Taopeng Wang and Ludvig Larsson and Dominik Kaczorowski and Neil I. Weisenfeld and Cedric R. Uytingco and Jennifer G. Chew and Zachary W. Bent and Chia-Ling Chan and Vikkitharan Gnanasambandapillai and Charles-Antoine Dutertre and Laurence Gluch and Mun N. Hui and Jane Beith and Andrew Parker and Elizabeth Robbins and Davendra Segara and Caroline Cooper and Cindy Mak and Belinda Chan and Sanjay Warrier and Florent Ginhoux and Ewan Millar and Joseph E. Powell and Stephen R. Williams and X. Shirley Liu and Sandra O'Toole and Elgene Lim and Joakim Lundeberg and Charles M. Perou and Alexander Swarbrick
Cells of the human intestinal tract mapped across space and time,,10.1038/s41586-021-03852-1,True,Cells of the human intestinal tract mapped across space and time.pdf,2021,,Nature,True,SciHub,Rasa Elmentaite and Natsuhiko Kumasaka and Kenny Roberts and Aaron Fleming and Emma Dann and Hamish W. King and Vitalii Kleshchevnikov and Monika Dabrowska and Sophie Pritchard and Liam Bolt and Sara F. Vieira and Lira Mamanova and Ni Huang and Francesca Perrone and Issac Goh Kai'En and Steven N. Lisgo and Matilda Katan and Steven Leonard and Thomas R. W. Oliver and C. Elizabeth Hook and Komal Nayak and Lia S. Campos and Cecilia Dom{\'{\i}}nguez Conde and Emily Stephenson and Justin Engelbert and Rachel A. Botting and Krzysztof Polanski and Stijn van Dongen and Minal Patel and Michael D. Morgan and John C. Marioni and Omer Ali Bayraktar and Kerstin B. Meyer and Xiaoling He and Roger A. Barker and Holm H. Uhlig and Krishnaa T. Mahbubani and Kourosh Saeb-Parsy and Matthias Zilbauer and Menna R. Clatworthy and Muzlifah Haniffa and Kylie R. James and Sarah A. Teichmann
Single-cell RNA-seq reveals the transcriptional landscape in ischemic stroke,,10.1177/0271678X211026770,True,,2021,,Journal of Cerebral Blood Flow {&}amp$mathsemicolon$ Metabolism,False,,Kai Zheng and Lingmin Lin and Wei Jiang and Lin Chen and Xiyue Zhang and Qian Zhang and Yi Ren and Junwei Hao
Single-Cell Analyses Reveal Mechanisms of Cancer Stem Cell Maintenance and Epithelial–Mesenchymal Transition in Recurrent Bladder Cancer,,10.1158/1078-0432.CCR-20-4796,True,,2021,,Clinical Cancer Research,False,,Huanjun Wang and Yan Mei and Cheng Luo and Qun Huang and Zifeng Wang and Guan-Ming Lu and Lili Qin and Zhun Sun and Chao-Wen Huang and Zhi-Wen Yang and Junxing Chen and Weiguo Yin and Chao-Nan Qian and Jianming Zeng and Lingwu Chen and Qibin Leng and Yan Guo and Guangshuai Jia
Droplet-based Single-cell Total RNA-seq Reveals Differential Non-Coding Expression and Splicing Patterns during Mouse Development,,10.1101/2021.09.15.460240,True,,2021,,Cold Spring Harbor Laboratory,False,,Fredrik Salmen and Joachim De Jonghe and Tomasz S. Kaminski and Anna Alemany and Guillermo Parada and Joe Verity-Legg and Ayaka Yanagida and Timo N. Kohler and Nicholas Battich and Floris van den Brekel and Anna L. Ellermann and Alfonso Martinez Arias and Jennifer Nichols and Martin Hemberg and Florian Hollfelder and Alexander van Oudenaarden
Mitochondrial respiratory chain function promotes extracellular matrix integrity in cartilage,,10.1016/j.jbc.2021.101224,True,,2021,,Journal of Biological Chemistry,False,,Kristina Bubb and Tatjana Holzer and Janica L. Nolte and Marcus Krüger and Richard Wilson and Ursula Schlötzer-Schrehardt and Jürgen Brinckmann and Janine Altmüller and Attila Aszodi and Lutz Fleischhauer and Hauke Clausen-Schaumann and Kristina Probst and Bent Brachvogel
Dynamic changes in human single-cell transcriptional signatures during fatal sepsis,,10.1002/jlb.5ma0721-825r,True,,2021,,Journal of Leukocyte Biology,False,,Xinru Qiu and Jiang Li and Jeff Bonenfant and Lukasz Jaroszewski and Aarti Mittal and Walter Klein and Adam Godzik and Meera G Nair
Genetic and epigenetic coordination of cortical interneuron development,,10.1038/s41586-021-03933-1,True,,2021,,Nature,False,,Kathryn C. Allaway and Mariano I. Gabitto and Orly Wapinski and Giuseppe Saldi and Chen-Yu Wang and Rachel C. Bandler and Sherry Jingjing Wu and Richard Bonneau and Gord Fishell
Single-nucleus transcriptome analysis reveals cell-type-specific molecular signatures across reward circuitry in the human brain,,10.1016/j.neuron.2021.09.001,True,,2021,,Neuron,False,,Matthew N. Tran and Kristen R. Maynard and Abby Spangler and Louise A. Huuki and Kelsey D. Montgomery and Vijay Sadashivaiah and Madhavi Tippani and Brianna K. Barry and Dana B. Hancock and Stephanie C. Hicks and Joel E. Kleinman and Thomas M. Hyde and Leonardo Collado-Torres and Andrew E. Jaffe and Keri Martinowich
Blood and immune development in human fetal bone marrow and Down syndrome,,10.1038/s41586-021-03929-x,True,,2021,,Nature,False,,Laura Jardine and Simone Webb and Issac Goh and Mariana Quiroga Londo{\~{n}}o and Gary Reynolds and Michael Mather and Bayanne Olabi and Emily Stephenson and Rachel A. Botting and Dave Horsfall and Justin Engelbert and Daniel Maunder and Nicole Mende and Caitlin Murnane and Emma Dann and Jim McGrath and Hamish King and Iwo Kucinski and Rachel Queen and Christopher D. Carey and Caroline Shrubsole and Elizabeth Poyner and Meghan Acres and Claire Jones and Thomas Ness and Rowen Coulthard and Natalina Elliott and Sorcha O'Byrne and Myriam L. R. Haltalli and John E. Lawrence and Steven Lisgo and Petra Balogh and Kerstin B. Meyer and Elena Prigmore and Kirsty Ambridge and Mika Sarkin Jain and Mirjana Efremova and Keir Pickard and Thomas Creasey and Jaume Bacardit and Deborah Henderson and Jonathan Coxhead and Andrew Filby and Rafiqul Hussain and David Dixon and David McDonald and Dorin-Mirel Popescu and Monika S. Kowalczyk and Bo Li and Orr Ashenberg and Marcin Tabaka and Danielle Dionne and Timothy L. Tickle and Michal Slyper and Orit Rozenblatt-Rosen and Aviv Regev and Sam Behjati and Elisa Laurenti and Nicola K. Wilson and Anindita Roy and Berthold GÃ¶ttgens and Irene Roberts and Sarah A. Teichmann and Muzlifah Haniffa
Single-cell multimodal glioma analyses identify epigenetic regulators of cellular plasticity and environmental stress response,,10.1038/s41588-021-00926-8,True,,2021,,Nature Genetics,False,,Kevin C. Johnson and Kevin J. Anderson and Elise T. Courtois and Amit D. Gujar and Floris P. Barthel and Frederick S. Varn and Diane Luo and Martine Seignon and Eunhee Yi and Hoon Kim and Marcos R. H. Estecio and Dacheng Zhao and Ming Tang and Nicholas E. Navin and Rahul Maurya and Chew Yee Ngan and Niels Verburg and Philip C. de Witt Hamer and Ketan Bulsara and Michael L. Samuels and Sunit Das and Paul Robson and Roel G. W. Verhaak
The landscape of tumor cell states and ecosystems in diffuse large B cell lymphoma,,10.1016/j.ccell.2021.08.011,True,,2021,,Cancer Cell,False,,Chlo{\'{e}} B. Steen and Bogdan A. Luca and Mohammad S. Esfahani and Armon Azizi and Brian J. Sworder and Barzin Y. Nabet and David M. Kurtz and Chih Long Liu and Farnaz Khameneh and Ranjana H. Advani and Yasodha Natkunam and June H. Myklebust and Maximilian Diehn and Andrew J. Gentles and Aaron M. Newman and Ash A. Alizadeh
Antitumor immune effects of preoperative sitravatinib and nivolumab in oral cavity cancer: SNOW window-of-opportunity study,,10.1136/jitc-2021-003476,True,,2021,,Journal for {ImmunoTherapy} of Cancer,False,,Marc Oliva and Douglas Chepeha and Daniel V Araujo and J. Javier Diaz-Mejia and Peter Olson and Amy Prawira and Anna Spreafico and Scott V Bratman and Tina Shek and John de Almeida and Aaron R Hansen and Andrew Hope and David Goldstein and Ilan Weinreb and Stephen Smith and Bayardo Perez-Ordo{\~{n}}ez and Jonathan Irish and Dax Torti and Jeffrey P. Bruce and Ben X. Wang and Anthony Fortuna and Trevor J. Pugh and Hirak Der-Torossian and Ronald Shazer and Nickolas Attanasio and Qingyan Au and Antony Tin and Jordan Feeney and Himanshu Sethi and Alexey Aleshin and Isan Chen and Lillian Siu
A single-cell interactome of human tooth germ from growing third molar elucidates signaling networks regulating dental development,,10.1186/s13578-021-00691-5,True,,2021,,Cell {&}amp$mathsemicolon$ Bioscience,False,,Yueqi Shi and Yejia Yu and Yuqiong Zhou and Jun Zhao and Wenjie Zhang and Duohong Zou and Weichen Song and Shaoyi Wang
Joint single-cell measurements of nuclear proteins and RNA in vivo,,10.1038/s41592-021-01278-1,True,,2021,,Nature Methods,False,,Hattie Chung and Christopher N. Parkhurst and Emma M. Magee and Devan Phillips and Ehsan Habibi and Fei Chen and Bertrand Z. Yeung and Julia Waldman and David Artis and Aviv Regev
Single‐cell analysis reveals dynamic changes of neural cells in developing human spinal cord,,10.15252/embr.202152728,True,,2021,,{EMBO} reports,False,,Qi Zhang and Xianming Wu and Yongheng Fan and Peipei Jiang and Yannan Zhao and Yaming Yang and Sufang Han and Bai Xu and Bing Chen and Jin Han and Minghan Sun and Guangfeng Zhao and Zhifeng Xiao and Yali Hu and Jianwu Dai
Single-cell epigenomics reveals mechanisms of human cortical development,,10.1038/s41586-021-03209-8,True,,2021,,Nature,False,,Ryan S. Ziffra and Chang N. Kim and Jayden M. Ross and Amy Wilfert and Tychele N. Turner and Maximilian Haeussler and Alex M. Casella and Pawel F. Przytycki and Kathleen C. Keough and David Shin and Derek Bogdanoff and Anat Kreimer and Katherine S. Pollard and Seth A. Ament and Evan E. Eichler and Nadav Ahituv and Tomasz J. Nowakowski
"Comparative cellular analysis of motor cortex in human, marmoset and mouse",,10.1038/s41586-021-03465-8,True,,2021,,Nature,False,,Trygve E. Bakken and Nikolas L. Jorstad and Qiwen Hu and Blue B. Lake and Wei Tian and Brian E. Kalmbach and Megan Crow and Rebecca D. Hodge and Fenna M. Krienen and Staci A. Sorensen and Jeroen Eggermont and Zizhen Yao and Brian D. Aevermann and Andrew I. Aldridge and Anna Bartlett and Darren Bertagnolli and Tamara Casper and Rosa G. Castanon and Kirsten Crichton and Tanya L. Daigle and Rachel Dalley and Nick Dee and Nikolai Dembrow and Dinh Diep and Song-Lin Ding and Weixiu Dong and Rongxin Fang and Stephan Fischer and Melissa Goldman and Jeff Goldy and Lucas T. Graybuck and Brian R. Herb and Xiaomeng Hou and Jayaram Kancherla and Matthew Kroll and Kanan Lathia and Baldur van Lew and Yang Eric Li and Christine S. Liu and Hanqing Liu and Jacinta D. Lucero and Anup Mahurkar and Delissa McMillen and Jeremy A. Miller and Marmar Moussa and Joseph R. Nery and Philip R. Nicovich and Sheng-Yong Niu and Joshua Orvis and Julia K. Osteen and Scott Owen and Carter R. Palmer and Thanh Pham and Nongluk Plongthongkum and Olivier Poirion and Nora M. Reed and Christine Rimorin and Angeline Rivkin and William J. Romanow and Adriana E. Sede{\~{n}}o-Cort{\'{e}}s and Kimberly Siletti and Saroja Somasundaram and Josef Sulc and Michael Tieu and Amy Torkelson and Herman Tung and Xinxin Wang and Fangming Xie and Anna Marie Yanny and Renee Zhang and Seth A. Ament and M. Margarita Behrens and Hector Corrada Bravo and Jerold Chun and Alexander Dobin and Jesse Gillis and Ronna Hertzano and Patrick R. Hof and Thomas HÃ¶llt and Gregory D. Horwitz and C. Dirk Keene and Peter V. Kharchenko and Andrew L. Ko and Boudewijn P. Lelieveldt and Chongyuan Luo and Eran A. Mukamel and Ant{\'{o}}nio Pinto-Duarte and Sebastian Preissl and Aviv Regev and Bing Ren and Richard H. Scheuermann and Kimberly Smith and William J. Spain and Owen R. White and Christof Koch and Michael Hawrylycz and Bosiljka Tasic and Evan Z. Macosko and Steven A. McCarroll and Jonathan T. Ting and Hongkui Zeng and Kun Zhang and Guoping Feng and Joseph R. Ecker and Sten Linnarsson and Ed S. Lein
A transcriptomic and epigenomic cell atlas of the mouse primary motor cortex,,10.1038/s41586-021-03500-8,True,,2021,,Nature,False,,Zizhen Yao and Hanqing Liu and Fangming Xie and Stephan Fischer and Ricky S. Adkins and Andrew I. Aldridge and Seth A. Ament and Anna Bartlett and M. Margarita Behrens and Koen Van den Berge and Darren Bertagnolli and Hector Roux de B{\'{e}}zieux and Tommaso Biancalani and A. Sina Booeshaghi and H{\'{e}}ctor Corrada Bravo and Tamara Casper and Carlo Colantuoni and Jonathan Crabtree and Heather Creasy and Kirsten Crichton and Megan Crow and Nick Dee and Elizabeth L. Dougherty and Wayne I. Doyle and Sandrine Dudoit and Rongxin Fang and Victor Felix and Olivia Fong and Michelle Giglio and Jeff Goldy and Mike Hawrylycz and Brian R. Herb and Ronna Hertzano and Xiaomeng Hou and Qiwen Hu and Jayaram Kancherla and Matthew Kroll and Kanan Lathia and Yang Eric Li and Jacinta D. Lucero and Chongyuan Luo and Anup Mahurkar and Delissa McMillen and Naeem M. Nadaf and Joseph R. Nery and Thuc Nghi Nguyen and Sheng-Yong Niu and Vasilis Ntranos and Joshua Orvis and Julia K. Osteen and Thanh Pham and Antonio Pinto-Duarte and Olivier Poirion and Sebastian Preissl and Elizabeth Purdom and Christine Rimorin and Davide Risso and Angeline C. Rivkin and Kimberly Smith and Kelly Street and Josef Sulc and Valentine Svensson and Michael Tieu and Amy Torkelson and Herman Tung and Eeshit Dhaval Vaishnav and Charles R. Vanderburg and Cindy van Velthoven and Xinxin Wang and Owen R. White and Z. Josh Huang and Peter V. Kharchenko and Lior Pachter and John Ngai and Aviv Regev and Bosiljka Tasic and Joshua D. Welch and Jesse Gillis and Evan Z. Macosko and Bing Ren and Joseph R. Ecker and Hongkui Zeng and Eran A. Mukamel
